,mode_id,success,stable,severity,f_angle,f_freq,f_voltage,angle_sep_deg,freq_dev_hz,voltage_dip,sim_time
125,125,True,False,0.8930474191567594,1.0,0.5750892376459227,0.997100438981115,181.59743151143303,1.1501784752918454,0.997100438981115,0.30608105659484863
126,126,True,False,0.9722131822480583,0.9459882576936292,1.0,0.996876213604975,170.27788638485325,3.7631473025921593,0.996876213604975,1.207874059677124
127,127,True,False,0.8823012841070906,1.0,0.5321768180170494,0.9970283184113131,181.52268454314117,1.0643536360340988,0.9970283184113131,0.31722307205200195
128,128,True,False,0.8625727296011245,1.0,0.4531417035511822,0.9971492148533158,180.87889621730048,0.9062834071023644,0.9971492148533158,0.5139672756195068
129,129,True,False,0.9463863952680392,0.8944455234790594,1.0,0.9966545341140384,161.0001942262307,3.77250668673193,0.9966545341140384,0.9210841655731201
130,130,True,False,0.8893296353418438,1.0,0.5602690685571545,0.9970494728102208,181.49866348671173,1.120538137114309,0.9970494728102208,0.5309505462646484
131,131,True,False,0.8336443812475354,1.0,0.33745369898792177,0.9971238260022195,180.34650638402974,0.6749073979758435,0.9971238260022195,0.2897307872772217
132,132,True,False,0.5589168757332763,0.2960167979545824,0.6466851058148535,0.996948801209087,53.28302363182483,1.293370211629707,0.996948801209087,0.8598284721374512
133,133,True,False,0.7720407602799336,0.7522892937613591,0.5865693885067138,0.9970150650903027,135.41207287704464,1.1731387770134276,0.9970150650903027,1.3000755310058594
134,134,True,False,0.6172388708016558,0.551954142859642,0.36804773697853577,0.9969994605088038,99.35174571473554,0.7360954739570715,0.9969994605088038,1.0363681316375732
135,135,True,False,0.8948588127343807,0.8676512320389175,0.8470956679965518,0.9970371188631363,156.17722176700514,1.6941913359931036,0.9970371188631363,1.3221654891967773
136,136,True,False,0.5564554645637435,0.4559679559870278,0.3168560631088262,0.9970298831720924,82.074232077665,0.6337121262176524,0.9970298831720924,0.996474027633667
137,137,True,False,0.5190433926240945,0.34577309228375674,0.3876305772900466,0.9969968086388179,62.23915661107621,0.7752611545800931,0.9969968086388179,1.2122869491577148
138,138,True,False,0.8500371097273982,0.8205671982154984,0.7619980494020062,0.9970159930765898,147.7020956787897,1.5239960988040124,0.9970159930765898,1.0718352794647217
139,139,True,False,0.8427749152363835,1.0,0.37410852024710195,0.996991140698432,183.1762330519834,0.7482170404942039,0.996991140698432,0.5220310688018799
140,140,True,False,0.8648000479395355,1.0,0.46204854596467726,0.9971516457934644,183.54477490695348,0.9240970919293545,0.9971516457934644,0.28456711769104004
141,141,True,False,0.8558542282615647,1.0,0.4263756698697705,0.9970412431764882,182.00580970194304,0.852751339739541,0.9970412431764882,0.2966654300689697
142,142,True,False,0.4742207022702112,0.32571836371614726,0.24845087453200776,0.9969952071165424,58.62930546890651,0.4969017490640155,0.9969952071165424,1.2816460132598877
143,143,True,False,0.5309862592330366,0.31352172826210634,0.4999227918001701,0.9969787886077632,56.43391108717914,0.9998455836003401,0.9969787886077632,0.9335291385650635
144,144,True,False,0.5505646906467587,0.4467453616056276,0.311743028019297,0.9970250113564829,80.41416508901297,0.623486056038594,0.9970250113564829,1.2149319648742676
145,145,True,False,0.48391960934779443,0.344067971184467,0.2505397667176332,0.9970027283046103,61.93223481320406,0.5010795334352665,0.9970027283046103,0.9769649505615234
146,146,False,False,1.0,1.0,1.0,1.0,,,,0.38240551948547363
147,147,True,False,0.7178696088662417,0.6675351285910582,0.5393339661341408,0.9970742121487095,120.15632314639049,1.0786679322682815,0.9970742121487095,1.0470259189605713
148,148,True,False,0.48769390103974497,0.28867658791482753,0.37646472178267487,0.9969577065466498,51.96178582466896,0.7529294435653497,0.9969577065466498,1.2022480964660645
149,149,True,False,0.6951058037810677,0.6611585791307951,0.46108860794702977,0.9970174489156506,119.00854424354313,0.9221772158940595,0.9970174489156506,1.0398263931274414
150,150,True,False,0.8654454333638152,1.0,0.46474507006400856,0.9970366633912521,182.44431857598235,0.9294901401280171,0.9970366633912521,0.30521535873413086
151,151,True,False,0.8575478435934727,1.0,0.43314792203908326,0.9970434523348073,180.15355849650416,0.8662958440781665,0.9970434523348073,0.5467624664306641
152,152,True,False,0.4975697854087163,0.36400173160896937,0.26525911819435777,0.9970165602225689,65.52031168961449,0.5305182363887155,0.9970165602225689,0.9919767379760742
153,153,True,False,0.8629467383192406,1.0,0.4547495282833829,0.9970374249935797,181.36104934769006,0.9094990565667658,0.9970374249935797,0.5107946395874023
154,154,True,False,0.8519539776859502,1.0,0.41072232267379505,0.9970935880700057,183.57763716149591,0.8214446453475901,0.9970935880700057,0.295687198638916
